product_id,product,product_cat,sub_catagory,price
105,Sturdy Bookends,Office,Office Accessories,9457.02
106,Leather Wallet,Accessories,Wallets,2703.58
107,Multi-Functional Rice Cooker,Kitchen,Small Appliances,5522.27
108,Canned Sardines,Food - Seafood,Canned Seafood,8227.96
109,Workstation Laptop Stand,Office,Laptop Accessories,3764.46
110,LED Flashlight with Rechargeable Batteries,Outdoor,Camping Equipment,3000.48
111,Portable Ice Maker,Kitchen,Small Appliances,5493.88
112,Wireless Smart Plug,Smart Home,Home Accessories,9204.2
113,BBQ Jackfruit,Food - Prepared Foods,Plant-Based Meals,3907.37
114,Pasta Maker,Kitchen,Small Appliances,1592.68
115,Apple Cinnamon Instant Oatmeal,Food - Cereal,Oatmeal,569.11
116,Organic Coconut Water,Food - Beverages,Natural Beverages,8130.73
117,Pepper Jack Cheese Slices,Food - Dairy,Cheese,2962.14
118,Cat Tree with Scratching Posts,Pets,Cat Furniture,8880.05
119,Sweet Chili Dipping Sauce,Food - Condiments,Dips,7849.37
120,Savory Breakfast Sausage,Food - Meats,Breakfast Meats,8976.28
121,Children's Backpack,Accessories,Kids' Bags,8880.92
122,Shatterproof Wine Glasses,Outdoor,Outdoor Accessories,3518.39
123,Trendy Bomber Jacket,Clothing - Outerwear,Jackets,5551.99
124,Chilli Lime Corn on the Cob,Food - Vegetable,Vegetable Snacks,6827.26
125,Breathable Face Mask Set,Health,Safety & Protection,8082.18
126,Pumpkin Spice Pancake Mix,Food - Breakfast,Pancake and Waffle Mixes,841.37
127,Mushrooms,Food - Produce,Fresh Mushrooms,7837.38
128,Kale and Quinoa Salad,Food - Salads,Healthy Salads,8566.06
129,Chocolate Chip Muffins,Food - Bakery,Muffins,4882.33
130,Hot Dog Buns,Food - Bakery,Breads,983.85
131,Wireless Security Camera,Home,Smart Home & Security,6922.87
132,Chewy Granola Bars,Food - Snacks,Healthy Snacks,6923.33
133,Pumpkin Seeds,Food - Snacks,Nuts and Seeds,9806.73
134,Savory Rice Cakes,Food - Snacks,Savory Snacks,3282.6
135,Dog Car Seat Cover,Pets,Pet Safety Gear,3637.59
136,Colorful Post-It Notes Set,Office,Office Supplies,1084.93
137,Pasta Sauce Mix,Food - Sauces,Dry Sauces,1688.19
138,Coloring Books for Adults,Books,Arts & Crafts,5545.83
139,Cranberry Orange Juice,Food - Beverages,Juice,2298.98
140,Sweet Potatoes (organic),Food - Vegetables,Vegetables,235.47
141,Lemon Dill Chicken Skewers,Food - Meat,Marinated Poultry,9733.17
142,Sweetened Condensed Milk,Food - Baking Goods,Baking Ingredients,4393.69
143,Travel Pillow,Travel,Travel Accessories,9151.99
144,Mini Air Hockey Table,Toys,Miniature Sports Games,922.58
145,Digital Drawing Tablet,Art Supplies,Digital Art Supplies,2659.04
146,Stuffed Grape Leaves,Food - Prepared Foods,International Cuisine,1527.42
147,Bike Helmet,Bicycles,Accessories,9363.39
148,Guitar Tuner,Music,Accessories,4046.04
149,Coconut Chips,Food - Snacks,Healthy Snacks,9451.5
150,Herbal Tea Infuser,Kitchen,Coffee Equipment,7100.01
151,Natural Soy Candles,Home,Home Fragrance & Accessories,4923.08
152,Ground Cinnamon,Food - Spices,Herbs and Spices,4042.05
153,Marinara Parmesan Baked Ziti,Food - Frozen Meals,Frozen Pasta Dishes,1057.67
154,Mediterranean Flatbread,Food - Bakery,Flatbreads,1809.96
155,Spaghetti Sauce,Food - Canned Goods,Sauces & Condiments,5383.9
156,Spicy Avocado Salsa,Food - Condiments,Salsas,4371.6
157,Noise Reduction Headphones,Audio,Headphones & Earbuds,3807.74
158,Pumpkin Spice Muffins,Food - Bakery,Seasonal Items,6660.74
159,Spice Rack,Kitchen,Kitchen Storage & Organization,9794.91
160,Hiking Water Bottle with Filter,Outdoor,Outdoor Accessories,5366.14
161,Adjustable Stand for Tablets and Smartphones,Electronics,Mobile Accessories,6673.4
162,Lentils,Food - Grains,Legumes,6098.3
163,Kettle Corn Popcorn,Food - Snacks,Savory Snacks,3816.71
164,Sweet Potato Fries,Food - Frozen Foods,Frozen Snacks,4812.84
165,Pet Training Clicker,Pets,Training Supplies,5776.29
166,Heart-Shaped Baking Molds,Kitchen,Cookware,8268.05
167,Lockable Bicycle Chain,Outdoor,Cycling Accessories,6072.49
168,Blender Bottle,Fitness,Hydration Gear,2677.09
169,Organic Chia Seeds,Food - Health Foods,Superfoods,6676.71
170,Salsa Verde,Food - Condiments,Sauces,8306.37
171,Potato Wedge Seasoning,Food - Condiments,Seasoning Blends,5796.0
172,Adjustable Standing Desk,Office,Furniture,3300.1
173,Party Mini Dress,Clothing - Dresses,Cocktail Dresses,5167.41
174,Over-Ear Headphones,Audio,Headphones,337.41
175,Inspirational Wall Art,Home,Decorative Wall Art & Accessories,248.7
176,Robot Vacuum Cleaner,Home Appliances,Floor Care Appliances,6458.45
177,Teriyaki Beef Strips,Food - Frozen Meals,Frozen Meat Meals,3897.48
178,Tea Set with Infuser,Kitchen,Coffee Equipment,507.95
179,High-Speed HDMI Cable,Electronics,Cables & Accessories,331.57
180,Basil Tomato Soup,Food - Canned Soups,Soups,6520.64
181,Chipotle Lime Salsa,Food - Condiments,Salsas,6750.96
182,Butternut Squash Ravioli,Food - Frozen Foods,Frozen Pasta Dishes,6146.07
183,Eggs (dozen),Food - Dairy,Eggs,844.88
184,Pasta Primavera,Food - Frozen Foods,Frozen Pasta Dishes,1132.45
185,Portable Air Pump,Outdoor,Camping Equipment,6283.22
186,Reclining Camping Chair,Outdoor,Camping Equipment,2030.88
187,Stainless Steel Grater,Kitchen,Kitchen Gadgets,1638.4
188,Classic Caesar Salad Kit,Food - Salads,Salad Kits,8407.71
189,Spicy Chicken Wings,Food - Meat,Poultry,1577.03
190,Sesame Garlic Noodles,Food - Pasta,Asian Dishes,9434.31
191,Beef Stroganoff Mix,Food - Meal Kits,Pasta & Rice Mixes,3153.77
192,Electric Toothbrush Holder,Health,Oral Care & Hygiene,269.73
193,Organic Quinoa,Food - Grains,Whole Grains,3212.35
194,Classic Caesar Salad Kit,Food - Salads,Salad Kits,9975.35
195,Tahini,Food - Condiments,Nut Butters,9728.73
196,Beach Cover-Up,Clothing - Swimwear,Swimwear Accessories,1307.89
197,Honeycrisp Apple Chips,Food - Snacks,Dried Fruits,7787.55
198,Herb Garlic Butter,Food - Condiments,Herbal Butters,1429.16
199,Rolling Cooler,Outdoor,Outdoor Accessories,5916.41
200,Samoas Cookie Mix,Food - Baking,Mixes,7447.45
201,Dark Chocolate Almond Butter Cups,Food - Snacks,Nut-Based Snacks,5648.36
202,Fitness Tracker Watch,Wearable Tech,Smartwatches,7416.49
203,Electric Wax Warmer,Home,Home Fragrance & Accessories,8641.54
204,Adjustable Resistance Bands,Fitness,Strength Training Equipment,6027.69
205,Peanut Butter Banana Smoothie Mix,Food - Beverages,Smoothies,6122.85
206,Fashionable Belt Bag,Accessories,Bags,4289.06
207,Protein Powder,Fitness,Nutritional Supplements,6481.45
208,Smartphone Photography Tripod,Electronics,Camera Accessories,1902.55
209,Pumpkin Spice Muffins,Food - Bakery,Seasonal Items,9953.65
210,Almond Joy Munch Bars,Food - Snacks,Healthy Snacks,5063.61
211,Travel Luggage Scale,Travel,Travel Accessories,4613.84
212,Water Bottle with Built-in Fruit Infuser,Fitness,Fitness Accessories,8089.26
213,Spiced Pumpkin Soup,Food - Canned Soups,Soups,9778.46
214,Mediterranean Chickpea Bowl,Food - Prepared Foods,Plant-Based Meals,8780.1
215,Whole Roasted Chicken,Food - Meats,Poultry,9977.99
216,Maple Chipotle Glaze,Food - Condiments,Sauces,6016.07
217,Teriyaki Stir-Fry Sauce,Food - Condiments,Sauces,107.69
218,Chocolate Mint Protein Shake,Food - Beverages,Health Drinks,1281.38
219,Whole Wheat Pasta,Food - Grains,Pasta,6630.7
220,Pocket Blanket,Outdoor,Camping Equipment,2155.12
221,Bamboo Toothbrush Holder,Health,Oral Care & Hygiene,7455.89
222,Collapsible Water Bottle,Fitness,Hydration Gear,7604.5
223,Chili Con Carne Mix,Food - Spices & Seasonings,Seasoning Mixes,5779.61
224,Lemonade Mix,Food - Beverages,Drink Mixes,4110.72
225,High-Quality Yoga Block,Fitness,Yoga Equipment,2745.72
226,Tailgating Set,Outdoor,Outdoor Recreation,7226.73
227,Leather Biker Jacket,Clothing - Outerwear,Jackets,3975.07
228,Outdoor Portable Fire Pit,Outdoor,Outdoor Accessories,2751.97
229,Stainless Steel Straws,Kitchen,Kitchen Accessories,9039.79
230,Potting Soil,Garden,Garden Supplies,2694.24
231,Cinnamon Sugar Donuts,Food - Bakery,Desserts,4481.15
232,Garden Tool Set,Garden,Garden Tools,4369.56
233,Hibiscus Tea Bags,Food - Beverages,Herbal Tea,3238.98
234,Pet Grooming Kit,Pets,Grooming Supplies,3829.13
235,Spinach Artichoke Dip,Food - Snacks,Dips and Spreads,1403.44
236,Frozen Chicken Nuggets,Food - Frozen Foods,Frozen Meat Products,3026.77
237,Vegetable Stir Fry Mix,Food - Fresh Produce,Vegetable Mixes,1961.79
238,Stainless Steel BBQ Grill Set,Outdoor,Grilling Accessories,1163.81
239,Satin Slip Dress,Clothing - Dresses,Evening Wear,3657.88
240,Adjustable Pet Grooming Table,Pets,Grooming Supplies,9890.7
241,Classic Beef Chili,Food - Canned Goods,Soups & Broths,3194.94
242,Organic Granola Cereal,Food - Breakfast,Healthy Breakfast Options,730.08
243,Window A/C Unit,Home Appliances,Cooling Appliances,888.25
244,Chili Lime Shrimp,Food - Seafood,Marinated Seafood,2396.99
245,Almond Joy Munch Bars,Food - Snacks,Healthy Snacks,5780.53
246,Two-Tier Fruit Basket,Home,Kitchen Accessories,193.92
247,BBQ Sauce,Food - Condiments,Sauces,2060.05
248,Spicy Thai Chili Sauce,Food - Sauces,Asian Sauces,6352.86
249,Caramelized Onion Dip Mix,Food - Snacks,Dips and Spreads,8744.43
250,Pepper Jack Cheese Sticks,Food - Snacks,Savory Snacks,8581.38
251,Chocolate Chip Muffins,Food - Bakery,Muffins,6939.62
252,Vegan Mac & Cheese,Food - Frozen,Frozen Meals,921.25
253,Portable Massage Gun,Health,Massage Therapy,5853.49
254,Electric Heat Pad,Health,Pain Relief,9139.16
255,Dark Chocolate Covered Almonds,Food - Snacks,Nuts and Trail Mix,5799.05
256,Honey Nut Cheerios,Food - Cereal,Cereals,7687.69
257,Almond Milk Yogurt,Food - Dairy Alternatives,Plant-Based Yogurt,3363.78
258,Oven-Baked Cheese Crisps,Food - Snacks,Savory Snacks,4522.42
259,Bike Repair Tool Kit,Outdoor,Cycling Accessories,4345.8
260,Peach Halves (canned),Food - Canned Goods,Canned Fruits,9045.32
261,Pressure Washer Accessories Kit,Home Improvement,Outdoor Cleaning,2075.64
262,Organic Tomato Soup,Food - Canned Goods,Soups & Broths,7179.6
263,Beef Stew Meat,Food - Meat,Red Meat,5876.82
264,Wireless Music Receiver,Audio,Audio Accessories,4356.97
265,Pumpkin Spice Coffee,Food - Beverages,Coffee,3611.15
266,Chicken Parmesan Dinner Kit,Food - Frozen Meals,Frozen Italian Meal Kits,3246.07
267,Rice Noodles,Food - Grains,Pasta,6131.9
268,Compact Pop-Up Tent,Outdoor,Camping Equipment,528.5
269,Insulated Cooler,Outdoor,Camping Equipment,8958.17
270,Memory Foam Mattress Topper,Home,Bedding & Linens,6310.68
271,Asian Noodle Salad Kit,Food - Salads,Noodle Salads,2649.5
272,Memory Foam Mattress Pad,Home,Bedding & Linens,194.28
273,Rice Pudding,Food - Desserts,Dairy Desserts,4411.03
274,Teriyaki Chicken Wings,Food - Frozen Food,Frozen Meals,1147.11
275,Mini Cordless Vacuum Cleaner,Home Appliances,Floor Care Appliances,2174.1
276,Slim Fit Chinos,Clothing - Pants,Casual Pants,8827.28
277,Dual Function Electric Skillet,Kitchen,Cookware,8060.09
278,Pet Travel Bowl,Pets,Pet Accessories,2508.7
279,Eggs (dozen),Food - Dairy,Eggs,9485.05
280,High-Pressure Handheld Shower Head,Bathroom,Shower Accessories,1840.3
281,Spicy Roasted Nuts,Food - Snacks,Savory Snacks,1144.55
282,Noise-Canceling Headphones,Audio,Headphones,1880.2
283,Organic Lentil Soup,Food - Soups,Canned Soups,6608.18
284,Sriracha Sauce,Food - Condiments,Hot Sauces,5895.55
285,Dried Fruit Medley,Food - Snacks,Sweet Snacks,2898.7
286,Sea Salt Tortilla Chips,Food - Snacks,Savory Snacks,277.54
287,Non-Stick Baking Sheet,Kitchen,Baking Accessories,8936.07
288,Portable Phone Charger,Accessories,Mobile Accessories,3700.84
289,Mini Indoor Hydroponic Garden,Garden,Indoor Gardening Supplies,2043.37
290,Indestructible Dog Toy,Pets,Dog Toys,1461.93
291,Incense Holder,Home,Decorative Wall Art & Accessories,6345.08
292,Coconut Macaroons,Food - Confectionery,Cookies & Biscuits,9527.93
293,Coloring Books for Adults,Books,Arts & Crafts,3378.06
294,French Onion Dip,Food - Condiments,Dips & Spreads,2046.0
295,Spicy Kimchi,Food - Condiments,Fermented Condiments,6052.79
296,Wireless Charger Stand,Electronics,Charging Accessories,7251.01
297,Raspberry Limeade,Food - Beverages,Juice,6405.57
298,Peach Slices (canned),Food - Canned Goods,Canned Fruits,4194.35
299,Rice Noodles,Food - Grains,Pasta,8365.17
300,Couscous Mix,Food - Grains,Pasta & Couscous,1476.56
301,Outdoor Inflatable Pool,Outdoor,Outdoor Recreation,8278.75
302,Outdoor Camping Hammock,Outdoor,Camping Equipment,2762.69
303,Foam Building Blocks for Kids,Toys,Building Toys,7523.43
304,Classic Caesar Dressing,Food - Condiments,Dressing,8477.92
305,Roasted Sweet Corn,Food - Frozen,Frozen Vegetables,3352.76
306,Blueberry Muffin Mix,Food - Baking,Mixes,7805.46
307,Almond Quinoa Salad,Food - Salads,Grain Salads,3941.67
308,Fishing Tackle Box,Outdoor,Fishing Equipment,2601.06
309,Summer Tank Dress,Clothing - Dresses,Casual Dresses,8151.84
310,Wooden Toy Train Set,Toys,Educational Toys,9070.76
311,Tea Infuser Bottle,Kitchen,Beverage Appliances,2134.99
312,Chocolate Coconut Protein Balls,Food - Snacks,Protein Snacks,3499.87
313,Travel Beach Blanket,Outdoor,Outdoor Accessories,952.04
314,Adjustable Skipping Rope,Fitness,Cardio Equipment,6491.61
315,Personalized Keychain,Accessories,Custom Accessories,7093.58
316,Classic Cheesecake Mix,Food - Desserts,Baking Mixes,4833.43
317,Portable Laptop Table,Office,Laptop Accessories,7320.33
318,Chickpeas,Food - Canned Goods,Canned Legumes,6800.4
319,Cereal Dispenser with Portion Control,Kitchen,Food Storage Solutions,8493.97
320,Kids' Activity Book,Books,Children's Educational Books,6072.09
321,Printed Maxi Skirt,Clothing - Skirts,Skirts,1226.84
322,Dark Chocolate Bars,Food - Snacks,Chocolate Snacks,1611.87
323,Pet Food Storage Container,Pets,Pet Accessories,6521.91
324,Protein Bar Variety Pack,Food - Snacks,Healthy Snacks,3261.56
325,Ricotta Cheese,Food - Dairy,Cheese,7905.27
326,Kale Chips,Food - Snacks,Vegetable Snacks,641.66
327,Vegan Caesar Dressing,Food - Condiments,Dressing,7753.83
328,Bamboo Memory Foam Pillow,Home,Bedding & Linens,7543.21
329,BBQ Sauce,Food - Condiments,Sauces,9390.68
330,Applewood Smoked Bacon,Food - Meat,Pork,973.04
331,Portable Phone Charger,Accessories,Mobile Accessories,8971.58
332,Blueberry Oatmeal Cups,Food - Breakfast,Healthy Breakfast Options,6580.41
333,Travel Beach Blanket,Outdoor,Outdoor Accessories,643.47
334,Athletic Compression Tights,Clothing - Activewear,Sports Apparel,8320.92
335,Travel Laundry Bag,Travel,Travel Accessories,8633.62
336,Sweet Pea Hummus,Food - Dips,Vegetable Dips,3121.53
337,Mini Pretzels,Food - Snacks,Nuts and Pretzels,1040.57
338,Sweet Potatoes (organic),Food - Vegetables,Vegetables,1503.43
339,Sweetened Condensed Milk,Food - Baking Goods,Baking Ingredients,5397.68
340,Pine Nuts,Food - Nuts,Seeds & Nuts,2827.15
341,Almond Flour Biscuits,Food - Bakery,Gluten-Free Baked Goods,1242.75
342,Sunglasses Case,Accessories,Eyewear,9609.58
343,Kombucha Drink,Food - Beverages,Health Drinks,605.82
344,Almond Crunch Granola Bars,Food - Snacks,Healthy Snacks,8713.77
345,Wooden Blocks,Toys,Building Toys,4879.41
346,Animal Paw Print Soap Dispenser,Home,Home Organization,3499.46
347,Induction Cooktop,Kitchen,Cooking Appliances,8422.32
348,Beef Stew Meat,Food - Meat,Red Meat,4320.82
349,Instant Read Meat Thermometer,Kitchen,Cooking Tools & Utensils,8511.86
350,Wooden Puzzle Game,Toys,Puzzles,3056.09
351,Vegan Protein Powder,Health,Fitness & Nutrition,8467.31
352,Sweet Cherry Tomatoes,Food - Produce,Fruits & Vegetables,2862.1
353,Electric Meat Grinder,Kitchen,Small Appliances,544.84
354,Motion Sensor Light,Home,Lighting & Lamps,659.24
355,Cranberry Pecan Granola,Food - Breakfast Foods,Granola and Muesli,2063.0
356,Crispy Tofu Bites,Food - Protein,Protein Snacks,2464.94
357,Smartphone Tripod with Remote,Photography,Tripods & Accessories,5089.21
358,Almond Joy Snack Bars,Food - Snacks,Healthy Snacks,3870.54
359,Wireless HDMI Transmitter,Electronics,Audio & Video Accessories,5236.89
360,Winter Insulated Jacket,Clothing,Outerwear,1290.82
361,Comfortable Bed Pillow,Home,Bedding & Linens,966.76
362,Bike Helmet,Bicycles,Accessories,8221.03
363,Butternut Squash Soup,Food - Soups,Vegetarian Soups,5625.18
364,Outdoor Folding Table,Outdoor,Outdoor Furniture,7418.21
365,Cilantro Lime Rice,Food - Grains,Flavored Rice Dishes,8433.58
366,Sriracha Chili Sauce,Food - Condiments,Hot Sauces,1051.35
367,Floral Wrap Top,Clothing - Tops,Women's Tops,1582.89
368,Sporty Leggings,Clothing - Activewear,Fitness Apparel,4976.08
369,Compact Umbrella,Accessories,Weather Accessories,574.87
370,Portable Grill Cover,Outdoor,Grilling Accessories,5505.08
371,Electric Rice Cooker,Kitchen,Cooking Appliances,8945.71
372,Plaid Flannel Shirt,Clothing - Tops,Shirts,7786.95
373,Caraway Rye Bread,Food - Bakery,Breads,8115.97
374,Tabletop Fire Pit,Outdoor,Outdoor Accessories,2879.44
375,Electric Ice Cream Maker,Kitchen,Cooking Appliances,4585.75
376,Whole Grain Cereal,Food - Breakfast,Breakfast Cereals,2012.75
377,Sweet Potato & Kale Hash,Food - Prepared Foods,Vegetarian Meals,6315.02
378,Ergonomic Gaming Chair,Gaming,Gaming Accessories,8206.13
379,Ergonomic Mouse Pad with Wrist Support,Office,Office Accessories,2162.03
380,Smartphone Tripod with Remote,Photography,Tripods & Accessories,1636.87
381,Spiralizer,Kitchen,Kitchen Gadgets,293.59
382,Cranberry Almond Cookies,Food - Bakery,Cookies,6188.82
383,Beef Tacos,Food - Meat,Prepared Meals,2467.48
384,Kitchen Scale,Kitchen,Kitchen Gadgets,3218.91
385,Digital Wireless Camera,Home Security,Cameras,7290.64
386,Water Bottle,Fitness,Hydration Gear,6261.11
387,High-Speed HDMI Cable,Electronics,Cables & Accessories,7391.15
388,Vegetable Spiralizer,Kitchen,Food Preparation Tools,3552.69
389,Comfortable Bed Pillow,Home,Bedding & Linens,5047.66
390,Compact Electric Kettle,Kitchen,Small Appliances,5899.77
391,Electric Wax Warmer,Home,Home Fragrance & Accessories,2884.43
392,Smartphone Projector,Electronics,Portable Projectors,9711.04
393,Microfiber Cleaning Cloths,Home,Home Organization,168.81
394,Lightweight Rain Jacket,Clothing - Outerwear,Outerwear,7535.36
395,Organic Coconut Water,Food - Beverages,Natural Beverages,4768.04
396,Kids' Art Easel,Toys,Creative Toys,1535.68
397,Ginger Turmeric Tea,Food - Beverages,Herbal Tea,6629.09
398,Sweet Cherry Tomatoes,Food - Produce,Fruits & Vegetables,197.93
399,Smartwatch,Wearable Tech,Fitness Monitors,6478.69
400,Garden Hoses with Expandable Features,Garden,Garden Supplies,9144.33
401,Camping Tent,Outdoor,Camping Equipment,3133.29
402,Apple Cinnamon Breakfast Muffins,Food - Bakery,Muffins,5764.62
403,Outdoor Fire Pit,Outdoor,Outdoor Accessories,936.66
404,Electric Screwdriver,Tools,Power Tools,3318.12
405,Creamy Tomato Basil Soup,Food - Canned Goods,Soups & Broths,913.87
406,Pressure Washer Accessories Kit,Home Improvement,Outdoor Cleaning,741.07
407,Vegetable Fried Rice,Food - Frozen Foods,Frozen Meals,8377.07
408,Chocolate Chip Cliff Bars,Food - Snacks,Healthy Snacks,2115.31
409,Screen Cleaning Kit,Electronics,Cleaning Supplies,2112.54
410,Vegan Taco Seasoning,Food - Spices,Plant-Based Seasonings,7819.1
411,Beef Sirloin Steak,Food - Meat,Red Meat,7121.36
412,Cranberry Orange Oatmeal,Food - Breakfast,Instant Breakfast,3320.52
